term,IDSeasonYearHerd,estimate,estimate_fix,estimate_id,ANIMAL_ID,SEASON,YEAR,HERD
bufConiferScrub,sc2007073_calving_2008_LAPOILE,1.1598068735169,0.232619552387864,1.39242642590477,sc2007073,calving,2008,LAPOILE
bufConiferScrub,sc2006022_calving_2010_TOPSAILS,1.1630006583587,0.232619552387864,1.39562021074656,sc2006022,calving,2010,TOPSAILS
bufConiferScrub,mr2009a14_winter_2010_MIDRIDGE,-1.37736159439354,0.232619552387864,-1.14474204200567,mr2009a14,winter,2010,MIDRIDGE
bufConiferScrub,mr2009a30_winter_2010_MIDRIDGE,-1.48108121804101,0.232619552387864,-1.24846166565315,mr2009a30,winter,2010,MIDRIDGE
bufConiferScrub,sc2006022_calving_2008_TOPSAILS,1.24934664185162,0.232619552387864,1.48196619423949,sc2006022,calving,2008,TOPSAILS
bufConiferScrub,sc2007073_calving_2009_LAPOILE,0.652988765169086,0.232619552387864,0.88560831755695,sc2007073,calving,2009,LAPOILE
bufConiferScrub,sc2006022_winter_2006_TOPSAILS,-0.72756787458625,0.232619552387864,-0.494948322198386,sc2006022,winter,2006,TOPSAILS
bufConiferScrub,mr2009a14_winter_2011_MIDRIDGE,0.297219781553749,0.232619552387864,0.529839333941613,mr2009a14,winter,2011,MIDRIDGE
bufConiferScrub,mr2009a30_winter_2011_MIDRIDGE,-1.22951255357739,0.232619552387864,-0.996893001189525,mr2009a30,winter,2011,MIDRIDGE
bufConiferScrub,mr2009a15_winter_2009_MIDRIDGE,-0.544945747830967,0.232619552387864,-0.312326195443103,mr2009a15,winter,2009,MIDRIDGE
bufConiferScrub,sc2007073_calving_2010_LAPOILE,0.506175586402484,0.232619552387864,0.738795138790348,sc2007073,calving,2010,LAPOILE
bufConiferScrub,sc2006022_winter_2007_TOPSAILS,-0.643564384209648,0.232619552387864,-0.410944831821784,sc2006022,winter,2007,TOPSAILS
bufConiferScrub,mr2009a15_calving_2009_MIDRIDGE,1.42638994563765,0.232619552387864,1.65900949802551,mr2009a15,calving,2009,MIDRIDGE
bufConiferScrub,mr2009a30_winter_2012_MIDRIDGE,1.01246411411197,0.232619552387864,1.24508366649984,mr2009a30,winter,2012,MIDRIDGE
bufConiferScrub,mr2009a15_winter_2010_MIDRIDGE,-2.44579384649373,0.232619552387864,-2.21317429410587,mr2009a15,winter,2010,MIDRIDGE
bufConiferScrub,sc2007073_winter_2007_LAPOILE,2.06502315894185,0.232619552387864,2.29764271132971,sc2007073,winter,2007,LAPOILE
bufConiferScrub,sc2006022_winter_2008_TOPSAILS,-1.27138929179878,0.232619552387864,-1.03876973941091,sc2006022,winter,2008,TOPSAILS
bufConiferScrub,mr2009a15_calving_2010_MIDRIDGE,0.344211589152596,0.232619552387864,0.57683114154046,mr2009a15,calving,2010,MIDRIDGE
bufConiferScrub,mr2009a30_winter_2013_MIDRIDGE,1.17894569375844,0.232619552387864,1.4115652461463,mr2009a30,winter,2013,MIDRIDGE
bufConiferScrub,mr2009a16_calving_2009_MIDRIDGE,0.568022698920019,0.232619552387864,0.800642251307883,mr2009a16,calving,2009,MIDRIDGE
bufConiferScrub,sc2007073_winter_2008_LAPOILE,3.01565790861915,0.232619552387864,3.24827746100702,sc2007073,winter,2008,LAPOILE
bufConiferScrub,sc2006022_winter_2009_TOPSAILS,0.572027178184325,0.232619552387864,0.804646730572189,sc2006022,winter,2009,TOPSAILS
bufConiferScrub,sc2007073_winter_2011_LAPOILE,1.11489117291867,0.232619552387864,1.34751072530654,sc2007073,winter,2011,LAPOILE
bufConiferScrub,mr2009a31_calving_2010_MIDRIDGE,2.84509391743293,0.232619552387864,3.07771346982079,mr2009a31,calving,2010,MIDRIDGE
bufConiferScrub,mr2009a16_calving_2010_MIDRIDGE,0.181308047533362,0.232619552387864,0.413927599921226,mr2009a16,calving,2010,MIDRIDGE
bufConiferScrub,sc2007073_winter_2009_LAPOILE,-1.29694445558087,0.232619552387864,-1.06432490319301,sc2007073,winter,2009,LAPOILE
bufConiferScrub,sc2006022_winter_2010_TOPSAILS,-2.31565644606387,0.232619552387864,-2.08303689367601,sc2006022,winter,2010,TOPSAILS
bufConiferScrub,sc2007074_calving_2007_LAPOILE,1.03900780867139,0.232619552387864,1.27162736105925,sc2007074,calving,2007,LAPOILE
bufConiferScrub,mr2009a31_calving_2011_MIDRIDGE,2.15476318492822,0.232619552387864,2.38738273731609,mr2009a31,calving,2011,MIDRIDGE
bufConiferScrub,mr2009a16_calving_2011_MIDRIDGE,0.899792650215672,0.232619552387864,1.13241220260354,mr2009a16,calving,2011,MIDRIDGE
bufConiferScrub,sc2007073_winter_2010_LAPOILE,-3.37306611697039,0.232619552387864,-3.14044656458253,sc2007073,winter,2010,LAPOILE
bufConiferScrub,sc2006022_winter_2011_TOPSAILS,-2.49298840291899,0.232619552387864,-2.26036885053113,sc2006022,winter,2011,TOPSAILS
bufConiferScrub,sc2007074_calving_2008_LAPOILE,0.668583191948132,0.232619552387864,0.901202744335996,sc2007074,calving,2008,LAPOILE
